account_number,predicted_probability
100277,0.582346204359765
100278,0.024464002633386855
100279,0.6489020985157371
100280,0.5996103108376312
100281,0.5837131594936155
100282,0.25604665954222106
100283,0.7064380730294495
100284,0.6266332628860567
100285,0.5441649479455934
100286,0.08029267747794543
100287,0.5004381458690412
100288,0.5467873017031273
100289,0.6095542495706151
100290,0.5605554482412454
100291,0.29325669532167625
100292,0.31865129078168064
100293,0.4383472176919758
100294,0.33782736202404834
100295,0.045296550293540946
100296,0.46124414708822814
100297,0.39313614328723795
100298,0.4631506802078429
100299,0.41285016167556843
100300,0.5732919238868883
100301,0.05499538654196822
100302,0.5436533474177314
100303,0.1587983932222716
100304,0.6671313379781382
100305,0.8395799628487155
100306,0.4429943004239678
100307,0.3204893794747409
100308,0.37159461884069506
100309,0.011247231357684285
100310,0.7458471263814498
100311,0.39935636501739347
100312,0.13899511997598932
100313,0.005869747645739353
100314,0.16983724980380555
100315,0.20748670665673732
100316,5.755620244253436e-06
100317,0.0340089510525862
100318,0.8449101467404531
100319,0.4920323285517838
100320,0.46489074235065986
100321,0.14520880333340458
100322,0.7249294338046396
100323,0.22441631263196277
100324,0.1300388824367321
100325,0.3961485690408602
100326,0.5836303065454338
100327,5.01125424818794e-05
100328,0.5583384995784615
100329,0.2745206205715708
100330,0.3506412749469922
100331,0.3491399896570845
100332,0.02815324582294393
100333,0.2663695040764762
100334,0.5013420394524286
100335,0.0005685162663323247
100336,0.5448204542485183
100337,0.8864115653335647
100338,0.6792114042118114
100339,0.012941557090378008
100340,0.27291700282352366
100341,0.018779481257412998
100342,0.4975715392385516
100343,0.9821077299081078
100344,0.3892865406837052
100345,0.38597325544136285
100346,0.26804976230830446
100347,0.3905673061277085
100348,0.4769233904924801
100349,0.07427957033084923
100350,0.5077068404496092
100351,0.5472652088800368
100352,0.6890690798275945
100353,0.42197022237225046
100354,0.1315668953782373
100355,0.4679265448527694
100356,0.6493764433132244
100357,0.560368297717868
100358,0.424864528548139
100359,0.4207151157299096
100360,0.6060532709703892
100361,0.4949595840423101
100362,0.007018757081698825
100363,0.2995823978895714
100364,0.26230722866067563
100365,0.07336485495283358
100366,0.3626007369839315
100367,0.1877601305366817
100368,0.2520437375819907
100369,0.0020258071937496965
100370,0.030913498956077107
100371,0.037886429040939154
100372,0.5032371815956399
100373,0.3015742968993838
100374,0.3173692745481144
100375,0.5515689364889294
100376,0.6335986145758619
100377,0.20168861596909887
100378,0.5535841373699038
100379,0.45118792509884303
100380,0.5334729103281058
100381,0.5035029331808014
100382,0.6096365706668264
100383,0.6220146718124165
100384,0.5571515013801197
100385,0.5457638071862674
100386,0.49900161384246766
100387,0.7844717877210952
100388,0.9086457167488091
100389,6.253885446166117e-11
100390,0.6338734884246081
100391,0.44831835816157095
100392,0.29837903165637236
100393,0.47680639393456803
100394,0.4558097854215214
100395,0.1699912809441828
100396,0.4420324925813913
100397,0.5758353526906295
100398,0.1308746468199024
100399,0.28358236401134906
100400,0.13553650980336232
100401,0.23829714016032225
100402,0.08950201440575453
100403,0.06167511506271338
100404,0.4119334628566084
100405,0.4113380710332949
100406,0.42039340834262817
100407,0.3414837716781037
100408,0.4656447717224149
100409,0.422363174529856
100410,0.5385807475363892
100411,0.3907841493827973
100412,0.03423024180636459
100413,0.37317154903637567
100414,5.415409238757181e-07
100415,2.4446178492218502e-05
100416,0.43745673702305277
100417,0.4790648528336073
100418,0.32924366563031565
100419,0.5242019335790312
100420,0.5408610360530428
100421,0.006301523767267408
100422,0.29018528881783195
100423,0.023061793427358535
100424,0.5541402539391329
100425,0.23279184618753
100426,0.38497444608775583
100427,0.6730862330297819
100428,0.042647110386608095
100429,0.41883474093730777
100430,0.3882503129340577
100431,0.4779126784395464
100432,0.13055044878287983
100433,0.39625864726747423
100434,0.43653196380927006
100435,0.4672509486938948
100436,0.7428125075666315
100437,0.47247624756745443
100438,0.4866145866183355
100439,0.6026088040773858
100440,0.5383563399234103
100441,0.5251877527136236
100442,0.39212187288490413
100443,0.10532388863429243
100444,0.012794630254282636
100445,0.3426662891914678
100446,0.011222557813147271
100447,0.44914415981525785
100448,0.03607111639919737
100449,0.45415799043452054
100450,0.008454567170029788
100451,0.4064169634966903
100452,0.4458419086381219
100453,0.4375361283281351
100454,0.06102438092764836
100455,0.4983193862917768
100456,0.9997729937803469
100457,0.023310830429199174
100458,0.024978083563397525
100459,0.37999438048443535
100460,0.055075979518762995
100461,0.32775904843684883
100462,0.01887189842193746
100463,0.5779866455479955
100464,0.7879228516664216
100465,0.014900284713723502
100466,0.5255549171126438
100467,0.4142002086698731
100468,0.6595755350248749
100469,0.1346479496628391
100470,0.6953216963628116
100471,0.5024330842391604
100472,0.595104824726342
100473,8.21348610266236e-05
100474,0.4307150012185116
100475,0.6043750406479206
100476,0.37309416306830834
100477,0.4615247220520091
100478,0.008287748222326858
100479,0.2960338964461415
100480,0.6074109936605999
100481,0.36917359649338594
100482,0.35614647291667945
100483,0.45246459626094404
100484,0.601735079086431
100485,0.6162450660707708
100486,0.43530027537020927
100487,0.004021829227597298
100488,0.45761968739359477
100489,0.48551568813634705
100490,0.6206586680248672
100491,0.2805292340920431
100492,0.4057928525158794
100493,0.009297980147004557
100494,0.4470673630540332
100495,0.026395977482551375
100496,0.4561355226001199
100497,0.22949650733709206
100498,0.44465806693275917
100499,0.46190118446762474
100500,0.22762746287268723
100501,0.650768304695932
100502,0.49634081292105997
100503,0.5242774701625428
100504,0.546131915852402
100505,0.4508966223813487
100506,0.45862411696591726
100507,0.09191219619038646
100508,0.3092607340149982
100509,0.2852408668635313
100510,0.7430665695440446
100511,0.3785051291316557
100512,0.6007569501025545
100513,0.6230716876921143
100514,0.4841085827791934
100515,0.0016555809275941987
100516,0.3972144932767556
100517,0.5702387657370545
100518,0.2329074539802576
100519,0.14824401012483227
100520,0.2589412215503903
100521,0.05459161951270863
100522,0.8557065289618404
100523,0.42546342504632617
100524,0.650315866739232
100525,0.4463172900338477
100526,0.4348336649125841
100527,0.42790568655632794
100528,0.35741630583141476
100529,0.5063051940542757
100530,0.00698453537825141
100531,0.31562544712739676
100532,0.17269340966600677
100533,0.5718720371445062
100534,0.43590126768424375
100535,0.7288861811589507
100536,0.21093055864075907
100537,0.19032793131023512
100538,0.4601269932387315
100539,0.3941897677701969
100540,0.1590677403893189
100541,0.23883485380632097
100542,0.515879215073368
100543,0.4758982088852711
100544,0.15344758009964574
100545,0.264183653446761
100546,0.4790920740599744
100547,0.4916561546628082
100548,0.7860197226705001
100549,0.628111253716208
100550,0.01846104383482961
100551,0.11150179064537967
100552,0.4960201102777685
100553,0.05624693593006994
100554,9.327526986031755e-05
100555,0.4890435762217466
100556,0.42273806932686053
100557,0.5931727395849457
100558,0.4080581451054598
100559,0.0011988711724391357
100560,0.2946809061619001
100561,0.7230862630010294
100562,0.3604696635460068
100563,0.30489253012395345
100564,0.5333106107771289
100565,0.39868606525004113
100566,0.5504082310793091
100567,0.5403478369722824
100568,0.4834201438653113
100569,0.11958009512298773
100570,0.49086745479311766
100571,0.4442804673051998
100572,0.42431761700826426
100573,0.7467702726042071
100574,0.06959401806037731
100575,0.20086516890617148
100576,0.5725139484104309
100577,0.41316137335706754
100578,0.6585036995589728
100579,0.24890915504314087
100580,0.9372098269055138
100581,0.6045210323378651
100582,0.4850970440483243
100583,0.7096381590459766
100584,0.8220130358687896
100585,0.4990963649237998
100586,0.4625083464066609
100587,0.7019988998652161
100588,0.4448832152096329
100589,0.3445827310379745
100590,0.6233331966789165
100591,0.0829449696171024
100592,0.5183139258254613
100593,0.4192750742692055
100594,0.46176591106843984
100595,0.9408560422539548
100596,0.2963850532074868
100597,0.5075667512581948
100598,0.2887390101966112
100599,0.3900838423037498
100600,0.613113576919516
100601,0.17333733111660238
100602,0.5323303738296392
100603,0.17796965580802596
100604,0.4936085146376399
100605,0.3715529031173406
100606,0.6520439417478421
100607,0.4668092073358649
100608,0.47526764851054304
100609,0.38829487590221795
100610,0.00025979501964551514
100611,0.48760998189038257
100612,0.4683929154806947
100613,0.4536960319204406
100614,0.4224845482468195
100615,0.30915743282820185
100616,0.012914512056434966
100617,0.0014190120520531041
100618,0.11343587148736918
100619,0.06778742470237394
100620,0.07040225036251152
100621,0.9823753347310956
100622,0.0368896151545149
100623,0.2210019300163959
100624,0.06502214682988715
100625,0.0623174511433506
100626,0.645353145405465
100627,0.4691017336867317
100628,0.5324372351980144
100629,0.2260197116435143
100630,0.28104472246869544
100631,0.044306856584252985
100632,0.357876673257575
100633,0.3628574838438853
100634,0.5811777176073571
100635,0.16007783336816897
100636,0.46368776262590344
100637,0.5477871751793213
100638,0.45852098927158846
100639,0.48031208580901297
100640,0.46524266104346745
100641,0.5917784439057421
100642,0.37740925626350763
100643,0.47016994954485397
100644,0.34344195432038127
100645,0.003293726472391715
100646,0.6028431186429546
100647,0.6487005055152019
100648,0.2937112759510331
100649,0.18886652222043696
100650,0.16265336102539232
100651,0.22905952784479244
100652,0.46404380287151664
100653,0.43982829997345585
100654,0.5120960271409141
100655,0.5235588982357876
100656,0.010463176665936666
100657,0.10495208948140465
100658,0.6842070337753312
100659,0.016581153957347418
100660,0.7211255123132797
100661,0.3938440904550425
100662,0.18219845204163035
100663,0.00015855961228704318
100664,0.5827335976042191
100665,0.5405326691056157
100666,3.931739440966964e-09
100667,0.59669474390197
100668,0.5207215443943072
100669,0.734132003143504
100670,0.4553550204473967
100671,0.049093329202493485
100672,0.6711673316141347
100673,0.4473691582213653
100674,0.6303395017689953
100675,0.44927854270558815
100676,0.445805974224435
100677,0.5075097738233285
100678,0.5877258150287906
100679,0.28033666938903407
100680,0.4722681312237013
100681,0.4586677925568312
100682,0.06378446750107866
100683,0.0810050984253315
100684,0.13626257829096036
100685,0.19763498197662407
100686,0.46061942532581174
100687,0.42109849348227196
100688,0.34399611465335495
100689,0.46406751891952874
100690,0.61952237417512
100691,0.4402329598518813
100692,0.00510959412373632
100693,0.5132730206806103
100694,0.5187274570245853
100695,0.4876571739153086
100696,0.5111606717538809
100697,0.6846349183409253
100698,0.38139728126237854
100699,0.488043364608813
100700,0.5768197590364919
100701,0.4614039298435954
100702,0.8576286357509058
100703,0.35676493930518305
100704,0.4274253594267146
100705,0.4841209258696221
100706,0.6824845798097298
100707,0.6735882217964657
100708,0.5293155377751836
100709,0.24577848802504107
100710,0.7916526365997087
100711,0.4092585738317964
100712,0.442283117856567
100713,0.5298095742091017
100714,0.09245743881143699
100715,0.3990956412052865
100716,0.46306123291780615
100717,0.3554543865900799
100718,0.3885486986001559
100719,1.167288740280812e-05
100720,0.5759778678809911
100721,0.7971113802482312
100722,0.5282591265313415
100723,0.46907827350120823
100724,0.3741151632640754
100725,0.16403939327904338
100726,4.44365615814608e-05
100727,0.35532097075482766
100728,0.7475953307323648
100729,0.42210269246422905
100730,0.5034887299305231
100731,0.40530650342545976
100732,0.737716564990098
100733,0.44209274819338124
100734,0.42761365226297243
100735,0.24696621756179246
100736,0.3986721912467897
100737,0.4802531700632379
100738,0.446963462496226
100739,0.03466605683209772
100740,0.2414244096733024
100741,0.5295241320412707
100742,2.467223943633474e-09
100743,0.48431102288030475
100744,0.41219202054058307
100745,0.5590172199598364
100746,0.46719394403159165
100747,0.49083631115336923
100748,0.5365882443275415
100749,0.12195356371935556
100750,0.1299689391508902
100751,0.19741542329704928
100752,0.45426946860098194
100753,0.09620018764020616
100754,0.020165552133607698
100755,0.7270181690955808
100756,0.7756091383647901
100757,0.46315145990477113
100758,0.009606836097589003
100759,0.09554256146529215
100760,0.5440740909048362
100761,0.37441135517962154
100762,0.664155621189791
100763,0.45581264436758867
100764,0.05691909769041868
100765,0.42708303567953965
100766,0.21665733817904767
100767,0.6115088969047893
100768,0.2661511304127364
100769,0.7096898798533084
100770,0.3847631924255885
100771,0.5479626075388287
100772,0.24362459164762978
100773,0.44422556249464273
100774,0.3560068825649061
100775,0.4843650225882757
100776,0.4478948094792285
100777,0.017711556808422017
100778,0.7664715131579747
100779,0.46160317077452
100780,0.47451849198913393
100781,0.0526025277987531
100782,0.01401268398688066
100783,0.29726831857997127
100784,0.10087100868309132
100785,0.5857416350522094
100786,0.07220755606775806
100787,0.5645156511380307
100788,0.33412500065211975
100789,0.1637029453207927
100790,0.004867286595640718
100791,0.33658758446951137
100792,0.4304587701968681
100793,0.3332029287963732
100794,0.19699656411901179
100795,0.5287703691209289
100796,0.3236633010108423
100797,0.5316772367443684
100798,0.5654557084140609
100799,0.0037302846804666335
100800,0.8893125073110397
100801,0.5618835668537664
100802,0.5072259574933418
100803,0.5020504075513756
100804,0.0016913116873438672
100805,0.49824359630957005
100806,0.7886273436284827
100807,0.36658140536225886
100808,0.6328949560150604
100809,0.36329956094338517
100810,0.1386575616465471
100811,0.0041655539887150966
100812,0.06320257042754752
100813,0.5387707671988797
100814,0.04853984870627201
100815,0.2731773934784969
100816,0.7395777307941703
100817,0.44551859635828234
100818,0.513720153435119
100819,0.19845002191710842
100820,0.4695540316397297
100821,0.03153313696672381
100822,0.5056113998070022
100823,0.5597772857673508
100824,0.9491575899760106
100825,0.5114028149168673
100826,0.00037930604425795547
100827,0.728407669033364
100828,0.563580149777892
100829,0.04318140367706555
100830,3.9160616472349357e-07
100831,0.4327319083944255
100832,0.5900504160113823
100833,0.43534471460266033
100834,0.4506777392471403
100835,0.3526287764335965
100836,0.28937530652655163
100837,0.8006153397247151
100838,0.6847938248594098
100839,0.3918560095092862
100840,0.3198959598111391
100841,0.6750380261316636
100842,0.5329344707060514
100843,0.5198559228538461
100844,0.4541578481934756
100845,0.500027919687618
100846,0.4520825197407633
100847,0.523671017223979
100848,0.4231898348441891
100849,0.0688812683965463
100850,0.639934135908669
100851,0.8791793397037623
100852,0.36783270850040145
100853,0.6268140569127058
100854,0.8132895488904733
100855,0.5022604559823115
100856,0.335353342674416
100857,0.1982463270046398
100858,0.5349885106090355
100859,0.02872556868321569
100860,0.013741553205454577
100861,0.04977763563374082
100862,0.5177796347159879
100863,0.3919109350966096
100864,0.2861844305806793
100865,0.271564691120511
100866,0.557294481825632
100867,0.17034585551321568
100868,0.41151948417215617
100869,0.005921556255061614
100870,0.7094053533670348
100871,0.0013977451983619234
100872,0.1637775337050116
100873,0.47058237197424324
100874,0.36166750386909613
100875,0.30681918659586066
100876,0.7129869047508895
100877,0.16041527471963496
100878,0.5745945866498312
100879,0.22297710921755293
100880,0.06955729992641471
100881,0.14540944083897595
100882,0.42820835671450747
100883,0.4531138497747834
100884,0.6308952306397461
100885,0.22650041493695194
100886,0.6449256286274695
100887,0.030878459778630258
100888,0.5914798107890301
100889,0.5005826643580854
100890,0.3306277608530342
100891,0.09678032049977184
100892,0.48908560106477916
100893,0.5757901339922715
100894,0.44231785696351134
100895,0.6120894805260136
100896,0.6071952261727764
100897,0.1950255867604287
100898,0.7180037565693549
100899,0.43898775053809563
100900,0.5580800452281119
100901,0.15221831182016657
100902,0.2991112638720921
100903,0.5635731470747276
100904,0.6487533064188172
100905,0.3159266011721268
100906,0.8033274666754582
100907,0.4227405994767541
100908,0.5067596411320227
100909,0.3423407363796786
100910,0.447866765488768
100911,0.0017173675671828773
100912,0.2651432797237195
100913,0.17020441605500514
100914,0.00016173912904569605
100915,0.32400283621546655
100916,0.30135336099687887
100917,0.4284867049487935
100918,0.6798546314717522
100919,0.9757620991110351
100920,0.5562846507751141
100921,0.26688406465935144
100922,0.0756858633644993
100923,0.9990362005222962
100924,0.43112643060625594
100925,0.39595136704732764
100926,0.3675934591622635
100927,0.17316903130557887
100928,0.27444053067903107
100929,0.4669077194234895
100930,0.43549173329633356
100931,0.4282098933587936
100932,0.5736335255632026
100933,0.1845362338055845
100934,0.00018959530346757608
100935,0.8686741635519541
100936,0.05078073837096037
100937,0.4454630704859654
100938,0.4877664705860767
100939,2.718304793105571e-15
100940,0.5083377710546403
100941,0.3011274362605201
100942,0.4489837766258352
100943,0.4588956875701655
100944,0.7517670500398197
100945,0.3920237393180627
100946,0.0003584144181027039
100947,0.25468406866696675
100948,0.3503781372019032
100949,0.5519742861818073
100950,0.45131256669961334
100951,0.7230540970667932
100952,0.5485990788941718
100953,0.23413888544023712
100954,0.46068089319216154
100955,0.472214453124666
100956,0.14454280817897117
100957,0.5471849571114688
100958,0.11142939625867397
100959,0.4874146852232559
100960,0.007371299473773434
100961,0.27659837440797747
100962,0.35589468930087936
100963,0.003583365142334394
100964,0.4178828974216709
100965,0.46369059030951976
100966,0.014707885704518118
100967,0.24553443410788003
100968,0.4065791631012711
100969,0.7361284909836605
100970,0.5084392052233372
100971,0.03360069764816021
100972,0.6753934977381689
100973,0.18805847252863012
100974,0.2045315775932415
100975,0.40750098253642075
100976,0.4566306241508447
100977,0.18721248445050442
100978,0.38756730123285554
100979,0.5241958875073508
100980,0.2220766342694088
100981,0.5359863852827634
100982,0.3468411620709575
100983,0.4849196034779238
100984,0.21103718984776174
100985,0.3524787591526384
100986,0.5062601556553508
100987,0.1333392693222837
100988,0.7181672872575863
100989,0.06009254692841614
100990,0.5572834132977185
100991,0.1998111722341106
100992,0.48483129168661515
100993,0.49968933490736195
100994,0.023066301721472192
100995,0.0035635060722264103
100996,0.016252913594518234
100997,0.33017066108421833
100998,0.08903173709706591
100999,0.5435446968026283
101000,0.2317182672015375
101001,0.44399751987824665
101002,0.5296974181879133
101003,0.1540532420087378
101004,0.7712291044027098
101005,0.6024560136913371
101006,0.7119698293161355
101007,0.507164498479105
101008,0.5518746705711343
101009,0.3100654672770059
101010,0.5951458045043185
101011,0.3845186772167757
101012,0.1931432822357589
101013,0.002139353891318848
101014,0.20958806896040694
101015,0.06955222561221097
101016,0.555903291362534
101017,0.48275675058966083
101018,0.5384247714310584
101019,0.7018139884488236
101020,0.4867722823440586
101021,0.5000624690243834
101022,0.5518445672911708
101023,0.5058754764723309
101024,0.045461365184635665
101025,0.47375259817014864
101026,0.45400711467338944
101027,0.2657925029463331
101028,0.435067237453184
101029,0.38534984431452557
101030,0.6877280657442247
101031,0.012930579797513385
101032,0.02463301369542926
101033,0.37713352742807327
101034,0.4721248354497967
101035,0.031185280641986248
101036,0.5909042462704731
101037,0.4574907440068097
101038,0.28567898136190994
101039,0.49864300898145913
101040,0.1373052022700422
101041,0.03803956237812569
101042,0.4102451779297553
101043,0.1666671142234195
101044,0.007479841814283268
101045,0.017441600878424782
101046,0.3947193794737868
101047,0.3129916635781081
101048,0.02266366503197914
101049,0.7497113053790683
101050,0.5612967304531911
101051,0.2457971421826919
101052,0.4569333462451613
101053,0.5822079794878208
101054,0.3160150859924403
101055,0.46229756758531126
101056,0.4046717774641238
101057,0.5041315346192787
101058,0.30304479909608734
101059,0.8059971846236667
101060,0.5526116294973505
101061,0.08889427219901588
101062,0.7068290264836927
101063,0.47434859959347586
101064,0.21377121475898467
101065,0.47197565514387985
101066,0.5005526230665002
101067,0.38601745362355316
101068,0.199571194713593
101069,0.5720248693218086
101070,0.3846576627983193
101071,0.4510748077056422
101072,0.22419347038592788
101073,0.49885315093362276
101074,0.49898597438668996
101075,0.5059816030229707
101076,0.5617135910976396
101077,0.6328067750949047
101078,0.8463145959239183
101079,0.27738408767873324
101080,0.17763497978385426
101081,7.613582297312091e-08
101082,0.09889327517843433
101083,0.5307977971464378
101084,0.0593691438780409
101085,0.2153011653786907
101086,0.1287054993210732
101087,0.16704181501965162
101088,0.3626969696237179
101089,0.4264926204253173
101090,0.7025239353893923
101091,0.5369585604238268
101092,0.37334709822007506
101093,0.0909572091704834
101094,0.35019579303578496
101095,0.5951927333102374
101096,0.498904781818212
101097,0.299660421351729
101098,0.6665435794235095
101099,0.5382029509985665
101100,0.36466346263857624
101101,0.6508798791146418
101102,0.49399717190161924
101103,0.27242551686876815
101104,0.5244136215174635
101105,0.6614139541700045
101106,0.20435540660871943
101107,0.4555803574374835
101108,0.4065420368151526
101109,0.5129933378889564
101110,0.5035341766654505
101111,0.4161207542110711
101112,0.002970226793823279
101113,0.5378503386737297
101114,0.5325942555166372
101115,0.5956357656876502
101116,0.034984023778961246
101117,0.29604206738563393
101118,0.9072881567108979
101119,0.47794123347096934
101120,0.36718196725493935
101121,0.5960665278040975
101122,0.35296834966309454
101123,0.5836437214767788
101124,0.5044079701269978
101125,0.9951400525830725
101126,0.4762334923696338
101127,3.224671518636444e-05
101128,0.33202288263565116
101129,0.712807531506824
101130,0.2894449119423371
101131,0.5006401790806368
101132,0.029575531431278456
101133,0.6363615699110534
101134,0.5433597151649109
101135,0.474005061965461
101136,0.11483633985948846
101137,0.594579560871288
101138,0.5711519378401625
101139,0.5200932870241021
101140,0.2831207435096069
101141,0.9221025259368469
101142,0.7397680177417397
101143,0.356443885273764
101144,0.45683546939937864
101145,0.47352094938540545
101146,0.4381810745639615
101147,0.8869553498473028
101148,0.08753657864532607
101149,0.007738276862349016
101150,0.44174498428470066
101151,0.02469963779971085
101152,0.08724906017865619
101153,0.1482382271400627
101154,0.7078572850998959
101155,0.6262659623591943
101156,0.5759421811142688
101157,0.616558039095663
101158,0.45610826909254304
101159,0.3772079234835197
101160,0.7538262422176091
101161,0.37141555662629167
101162,0.4070599569645746
101163,0.45808897823080486
101164,0.22794610751619193
101165,0.25212020391338585
